1T22_p46_Estágio1,1T22_p46_Saldoinicial em 01/01/2022,1T22_p46_Transferência para Estágio2,1T22_p46_Transferência para Estágio3,1T22_p46_Transferência do Estágio2,1T22_p46_Transferência do Estágio3,1T22_p46_Contratos finalizados,1T22_p46_Constituição/ (Reversão),1T22_p46_Saldofinalem 31/03/2022,1T22_p46_Estágio2,1T22_p46_Transferência para Estágio1,1T22_p46_Transferência do Estágio1,1T22_p46_Transferência doEstágio3,1T22_p46_Saldo finalem 31/03/2022,1T22_p46_Estágio3,1T22_p46_para Estágio 1,1T22_p46_para Estágio2,1T22_p46_do Estágio1,1T22_p46_do Estágio2,1T22_p46_Baixas para prejuízo,1T22_p46_Consolidado,1T22_p46_Saldo inicial em 01/01/2022,1T22_p46_Baixas para prejuizo,1T22_p46_Constituição / (Reversão),1T22_p47_Estágio1,1T22_p47_Saldoinicial em 01/01/2021,1T22_p47_Transferência para Estágio2,1T22_p47_Transferência para Estágio 3,1T22_p47_Transferência do Estágio2,1T22_p47_Transferência doEstágio3,1T22_p47_Contratos finalizados,1T22_p47_Baixas para prejuízo,1T22_p47_Constituição/ (Reversão),1T22_p47_Saldo finalem 31/03/2021,1T22_p47_Estágio 2,1T22_p47_Transferência para Estágio 1,1T22_p47_Transferência para Estágio3,1T22_p47_Transferência,1T22_p47_Constituição / (Reversão),1T22_p47_Saldofinalem 31/03/2021,1T22_p47_Estágio 3,1T22_p47_Saldo inicial em 01/01/2021,1T22_p47_para Estágio],1T22_p47_para Estágio2,1T22_p47_Transferência do Estágio1,1T22_p47_do Estágio2,1T22_p47_Consolidado,1T22_p47_Saldoem 01/01/2021,1T22_p47_finalizados,1T22_p47_31/03/2021,1T22_p48_Estágio 1,1T22_p48_Saldo inicial em 01/01/2022,1T22_p48_Transferência para Estágio 2,1T22_p48_Transferência para Estágio 3,1T22_p48_Transferência do Estágio 2,1T22_p48_Transferência do Estágio 3,1T22_p48_Contratos finalizados,1T22_p48_Baixas para prejuízo,1T22_p48_Originação / (Recebimento),1T22_p48_Saldo final em 31/03/2022,1T22_p49_Estágio 1,1T22_p49_Saldo inicial em 01/01/2021,1T22_p49_Transferência para Estágio 2,1T22_p49_Transferência para Estágio 3,1T22_p49_Transferência do Estágio 2,1T22_p49_Transferência do Estágio 3,1T22_p49_Contratos finalizados,1T22_p49_Baixas para prejuízo,1T22_p49_Constituição / (Reversão),1T22_p49_Saldo final em 31/03/2021,1T22_p49_Estágio 2,1T22_p49_Transferência para Estágio ],1T22_p49_Transferência do Estágio 1,1T22_p49_Estágio 3,1T22_p49_Transferência para Estágio l,1T22_p49_Consolidado,2T22_p66_Estágio 1,2T22_p66_Saldo inicial em 01/01/2022,2T22_p66_Transferência para Estágio 2,2T22_p66_Transferência para Estágio 3,2T22_p66_Transferência do Estágio 2,2T22_p66_Transferência do Estágio 3,2T22_p66_Contratos finalizados,2T22_p66_Baixas para prejuízo,2T22_p66_Constituição / (Reversão),2T22_p66_Saldo final em 30/06/2022,2T22_p67_Unnamed: 0,2T22_p67_Estágio,2T22_p67_Saldo inicial em 01/01/2021,2T22_p67_Transferência Transferência para Estágio 2 para Estágio 3,2T22_p67_Transferência do_Estágio2,2T22_p67_Transferência do_Estágio 3,2T22_p67_Contratos finalizados,2T22_p67_Baixas para prejuízo,2T22_p67_Constituição / (Reversão),2T22_p67_Saldo final em 30/06/2021,2T22_p68_Estágio 1,2T22_p68_Saldo inicial em 01/01/2022,2T22_p68_Transferência para Estágio 2,2T22_p68_Transferência para Estágio 3,2T22_p68_Transferência do Estágio 2,2T22_p68_Transferência do Estágio 3,2T22_p68_Contratos finalizados,2T22_p68_Baixas para prejuízo,2T22_p68_Originação / (Recebimento),2T22_p68_Saldo final em 30/06/2022,2T22_p69_Estágio 1,2T22_p69_Saldo inicial em 01/01/2021,2T22_p69_Transferência para Estágio 2,2T22_p69_Transferência para Estágio 3,2T22_p69_Transferência do Estágio 2,2T22_p69_Transferência do Estágio 3,2T22_p69_Contratos finalizados,2T22_p69_Baixas para prejuízo,2T22_p69_Originação / (Recebimento),2T22_p69_Saldo final em 30/06/2021,3T22_p47_Estágio 1,3T22_p47_Saldo inicial em 01/01/2022,3T22_p47_Transferência para Estágio 2,3T22_p47_Transferência para Estágio 3,3T22_p47_Transferência do Estágio 2,3T22_p47_Transferência do Estágio 3,3T22_p47_Contratos finalizados,3T22_p47_Baixas para prejuízo,3T22_p47_Constituição (Reversão),3T22_p47_em 30/09/2022,3T22_p48_Estágio 1,3T22_p48_Saldo inicial em 01/01/2021,3T22_p48_Transferência para Estágio 2,3T22_p48_Transferência para Estágio 3,3T22_p48_Transferência do Estágio 2,3T22_p48_Transferência do_Estágio 3,3T22_p48_Contratos finalizados,3T22_p48_Baixas para prejuízo,3T22_p48_Constituição / (Reversão),3T22_p48_Saldo final em 30/09/2021,3T22_p49_Estágio 1,3T22_p49_Saldo inicial em 01/01/2022,3T22_p49_Transferência para Estágio2,3T22_p49_Transferência para_Estágio3,3T22_p49_Transferência do Estágio 2,3T22_p49_Transferência do_Estágio 3,3T22_p49_Contratos finalizados,3T22_p49_Baixas para prejuízo,3T22_p49_Originação / (Recebimento),3T22_p49_Saldo final em 30/09/2022,3T22_p50_Estágio 1,3T22_p50_Saldo inicial em 01/01/2021,3T22_p50_Transferência para Estágio 2,3T22_p50_Transferência para Estágio 3,3T22_p50_Transferência do Estágio 2,3T22_p50_Transferência do Estágio 3,3T22_p50_Contratos finalizados,3T22_p50_Baixas para prejuízo,3T22_p50_Originação / (Recebimento),3T22_p50_Saldo final em 30/09/2021,4T22_p66_18 8 1,4T22_p66_8 {,4T22_p66_8 8,4T22_p66_Unnamed: 1,4T22_p66_18 8,4T22_p67_Unnamed: 1,4T22_p67_8 8,4T22_p67_W,4T22_p67_8.1,4T22_p67_Unnamed: 5,4T22_p67_8.2,4T22_p67_Unnamed: 7,4T22_p68_Unnamed: 0,4T22_p68_8,4T22_p68_Unnamed: 2,4T22_p68_N,4T22_p68_Unnamed: 1,4T22_p69_Unnamed: 1,4T22_p69_8.1,4T22_p69_W,4T22_p69_8.2,4T22_p69_N,4T22_p69_8.3,4T22_p69_Unnamed: 7,1T23_p38_Estágio 1,1T23_p38_Saldo inicial em 01/01/2023,1T23_p38_Transferência para Estágio 2,1T23_p38_Transferência para Estágio 3,1T23_p38_Transferência do Estágio 2,1T23_p38_Transferência do Estágio 3,1T23_p38_Constituiçãol (Reversão),1T23_p38_Saldo final em 31/03/2023,1T23_p38_Saldo final em 31/12/2022,1T23_p38_Estágio 2,1T23_p38_Transferência para Estágio,1T23_p38_Transferência do Estágio 1,1T23_p38_Estágio 3,1T23_p38_Baixas para prejuízo,1T23_p38_Consolidado,1T23_p39_Estágio 1,1T23_p39_Saldo inicial em 01/01/2023,1T23_p39_Transferência para Estágio 2,1T23_p39_Transferência para Estágio 3,1T23_p39_Transferência do Estágio 2,1T23_p39_Transferência do Estágio 3,1T23_p39_Contratos finalizados,1T23_p39_Originação / (Recebimento),1T23_p39_Saldo final em 31/03/2023,1T23_p39_Saldo final em 31/12/2022,1T23_p39_Estágio 2,1T23_p39_Transferência para Estágio,1T23_p39_Transferência do Estágio,1T23_p39_Estágio 3,1T23_p39_Baixas para prejuízo,1T23_p39_Originação (Recebimento),1T23_p39_Consolidado,2T23_p35_Estágio 1,2T23_p35_Saldo inicial em 01/01/2023,2T23_p35_Transferência para estágio 2,2T23_p35_Transferência para estágio 3,2T23_p35_Transferência do estágio 2,2T23_p35_Transferência do estágio 3,2T23_p35_Contratos finalizados,2T23_p35_Baixas para prejuízo,2T23_p35_Originação / (recebimento),2T23_p35_Saldo final em 30/06/2023,2T23_p35_Saldo final em 31/12/2022,2T23_p36_Estágio 1,2T23_p36_Saldo inicial em 01/01/2023,2T23_p36_Transferência para estágio 2,2T23_p36_Transferência para estágio 3,2T23_p36_Transferência do estágio 2,2T23_p36_Transferência do estágio 3,2T23_p36_Constituiçãol (reversão),2T23_p36_Saldo final em 30/06/2023,2T23_p36_Saldo final em 31/12/2022,2T23_p36_Estágio 2,2T23_p36_Transferência para estágio,2T23_p36_Transferência do estágio,2T23_p36_Estágio 3,2T23_p36_Transferência para estágio 1,2T23_p36_Transferência do estágio 1,2T23_p36_Baixas para prejuízo,2T23_p36_Consolidado,3T23_p35_Estágio 1,3T23_p35_Saldo inicial em 01/01/2023,3T23_p35_Transferência para estágio 2,3T23_p35_Transferência para estágio 3,3T23_p35_Transferência do estágio 2,3T23_p35_Transferência do estágio 3,3T23_p35_Contratos finalizados,3T23_p35_Baixas para prejuízo,3T23_p35_Originação / (recebimento),3T23_p35_Saldo final em 30/09/2023,3T23_p35_Saldo final em 31/12/2022,3T23_p36_Estágio 1,3T23_p36_Saldo inicial em 01/01/2023,3T23_p36_Transferência para estágio 2,3T23_p36_Transferência para estágio 3,3T23_p36_Transferência do estágio 2,3T23_p36_Transferência do estágio 3,3T23_p36_Constituiçãol (reversão),3T23_p36_Saldo final em 30/09/2023,3T23_p36_Saldo final em 31/12/2022,3T23_p36_Estágio 2,3T23_p36_Transferência para estágio,3T23_p36_Transferência do estágio,3T23_p36_Estágio 3,3T23_p36_Transferência para estágio 1,3T23_p36_Transferência do estágio 1,3T23_p36_Baixas para prejuízo,3T23_p36_Consolidado,4T23_p56_Estágio 1,4T23_p56_Saldo inicial em 01/01/2023,4T23_p56_Transferência para estágio 2,4T23_p56_Transferência para estágio 3,4T23_p56_Transferência do estágio 2,4T23_p56_Transferência do estágio 3,4T23_p56_Contratos finalizados,4T23_p56_Baixas para prejuízo,4T23_p56_Originação (recebimento),4T23_p56_Saldo final em 31/12/2023,4T23_p57_Estágio 1,4T23_p57_Saldo inicial em 01/01/2022,4T23_p57_Transferência para Estágio 2,4T23_p57_Transferência para Estágio 3,4T23_p57_Transferência do Estágio 2,4T23_p57_Transferência do Estágio 3,4T23_p57_Contratos finalizados,4T23_p57_Baixas para prejuízo,4T23_p57_Originação / (Recebimento),4T23_p57_Ending balance at 31/12/2022,4T23_p58_Estágio 1,4T23_p58_Saldo inicial em 01/01/2023,4T23_p58_Transferência para estágio 2,4T23_p58_Transferência para estágio 3,4T23_p58_Transferência do estágio 2,4T23_p58_Transferência do estágio 3,4T23_p58_Constituiçãol (reversão),4T23_p58_Saldo final em 31/12/2023,4T23_p58_Estágio 2,4T23_p58_Transferência para estágio 1,4T23_p58_Transferência do estágio ~ 1,4T23_p58_Estágio 3,4T23_p58_Transferência para estágio,4T23_p58_Transferência do estágio 1,4T23_p58_Baixas para prejuízo,4T23_p58_Consolidado,4T23_p58_Constituiçãol (reversão) (a),4T23_p59_Estágio 1,4T23_p59_Saldo inicial em 01/01/2022,4T23_p59_Transferência para Estágio 2,4T23_p59_Transferência para Estágio 3,4T23_p59_Transferência do Estágio 2,4T23_p59_Transferência do Estágio 3,4T23_p59_Baixas para prejuízo,4T23_p59_Constituição / (Reversão),4T23_p59_Ending balance at 12/31/2022,1T24_p39_Estágio 1,1T24_p39_Saldo inicial em 01/01/2024,1T24_p39_Transferência para estágio 2,1T24_p39_Transferência para estágio 3,1T24_p39_Transferência do estágio 2,1T24_p39_Transferência do estágio 3,1T24_p39_Contratos finalizados,1T24_p39_Baixas para prejuízo,1T24_p39_Originação (recebimento),1T24_p39_Saldo final em 31/03/2024,1T24_p39_Saldo final em 31/12/2023,1T24_p40_Estágio 1,1T24_p40_Saldo inicial em 01/01/2024,1T24_p40_Transferência para estágio 2,1T24_p40_Transferência para estágio 3,1T24_p40_Transferência do estágio 2,1T24_p40_Constituiçãol (reversão),1T24_p40_Saldo final em 31/03/2024,1T24_p40_Saldo final em 31/12/2023,1T24_p40_Estágio 2,1T24_p40_Transferência para estágio,1T24_p40_Transferência do estágio,1T24_p40_Transferência do estágio 3,1T24_p40_Estágio 3,1T24_p40_Transferência para estágio 1,1T24_p40_Transferência do estágio 1,1T24_p40_Baixas para prejuízo,1T24_p40_Consolidado,1T24_p40_Constituiçãol (reversão) (a),2T24_p38_Estágio 1,2T24_p38_Saldo inicial em 01/01/2024,2T24_p38_Transferência para estágio 2,2T24_p38_Transferência para estágio 3,2T24_p38_Transferência do estágio 2,2T24_p38_Transferência do estágio 3,2T24_p38_Contratos finalizados,2T24_p38_Baixas para prejuízo,2T24_p38_Originação (recebimento),2T24_p38_Saldo final em 30/06/2024,2T24_p38_Saldo final em 31/12/2023,2T24_p39_Estágio 1,2T24_p39_Saldo inicial em 01/01/2024,2T24_p39_Transferência para estágio 2,2T24_p39_Transferência para estágio 3,2T24_p39_Transferência do estágio 2,2T24_p39_Constituiçãol (reversão),2T24_p39_Saldo final em 30/06/2024,2T24_p39_Saldo final em 31/12/2023,2T24_p39_Estágio 2,2T24_p39_Transferência para estágio,2T24_p39_Transferência do estágio,2T24_p39_Transferência do estágio 3,2T24_p39_Estágio 3,2T24_p39_Transferência para estágio 1,2T24_p39_Transferência do estágio 1,2T24_p39_Baixas para prejuízo,2T24_p39_Consolidado,3T24_p43_Estágio 1,3T24_p43_Saldo inicial em 01/01/2024,3T24_p43_Transferência para estágio 2,3T24_p43_Transferência para estágio 3,3T24_p43_Transferência do estágio 2,3T24_p43_Transferência do estágio 3,3T24_p43_Contratos finalizados,3T24_p43_Baixas para prejuízo,3T24_p43_Originação (recebimento),3T24_p43_Saldo final em 30/09/2024,3T24_p43_Saldo final em 31/12/2023,3T24_p44_Estágio 1,3T24_p44_Saldo inicial em 01/01/2024,3T24_p44_Transferência para estágio 2,3T24_p44_Transferência para estágio 3,3T24_p44_Transferência do estágio 2,3T24_p44_Transferência do estágio 3,3T24_p44_Constituiçãol (reversão),3T24_p44_Saldo final em 30/09/2024,3T24_p44_Saldo final em 31/12/2023,3T24_p44_Estágio 2,3T24_p44_Transferência para estágio,3T24_p44_Transferência do estágio,3T24_p44_Estágio 3,3T24_p44_Transferência para 1,3T24_p44_Transferência do estágio 1,3T24_p44_Baixas para prejuízo,3T24_p44_Consolidado,4T24_p61_Estágio 1,4T24_p61_Saldo inicial em 01/01/2024,4T24_p61_Transferência para estágio 2,4T24_p61_Transferência para estágio 3,4T24_p61_Transferência do estágio 2,4T24_p61_Transferência do estágio 3,4T24_p61_Contratos finalizados,4T24_p61_Baixas para prejuízo,4T24_p61_Originação (recebimento),4T24_p61_Saldo final em 31/12/2024,4T24_p62_Estágio 1,4T24_p62_Saldo inicial em 01/01/2023,4T24_p62_Transferência para Estágio 2,4T24_p62_Transferência para Estágio 3,4T24_p62_Transferência do Estágio 2,4T24_p62_Transferência do Estágio 3,4T24_p62_Contratos finalizados,4T24_p62_Baixas para prejuízo,4T24_p62_Originação (Recebimento),4T24_p62_Saldo final em 31/12/2023,4T24_p63_Estágio 1,4T24_p63_Saldo inicial em 01/01/2024,4T24_p63_Transferência para estágio 2,4T24_p63_Transferência para estágio 3,4T24_p63_Transferência do estágio 2,4T24_p63_Transferência do estágio 3,4T24_p63_Constituiçãol (reversão),4T24_p63_Saldo final em 31/12/2024,4T24_p63_Estágio 2,4T24_p63_Transferência para estágio,4T24_p63_Transferência do estágio,4T24_p63_Estágio 3,4T24_p63_Transferência para estágio 1,4T24_p63_Transferência do estágio 1,4T24_p63_Baixas para prejuízo,4T24_p63_Consolidado,4T24_p64_Estágio 1,4T24_p64_Saldo inicial em 01/01/2023,4T24_p64_Transferência para estágio 2,4T24_p64_Transferência para estágio 3,4T24_p64_Transferência do estágio 2,4T24_p64_Transferência do estágio 3,4T24_p64_Constituiçãol (reversão),4T24_p64_Saldo final em 31/12/2023,4T24_p64_Estágio 2,4T24_p64_Transferência para estágio,4T24_p64_Transferência do estágio,4T24_p64_Estágio 3,4T24_p64_Transferência do estágio -,4T24_p64_Baixas para prejuízo,4T24_p64_Consolidado,1T25_p39_Estágio 1,1T25_p39_Saldo inicial em 01/01/2025,1T25_p39_Transferência para estágio 2,1T25_p39_Transferência para estágio 3,1T25_p39_Transferência do estágio 2,1T25_p39_Transferência do estágio 3,1T25_p39_Contratos finalizados,1T25_p39_Baixas para prejuízo,1T25_p39_Originação / (recebimento),1T25_p39_Saldo final em 31/03/2025,1T25_p39_Saldo final em 31/12/2024,1T25_p40_Estágio 1,1T25_p40_Saldo inicial em 01/01/2025,1T25_p40_Transferência para estágio 2,1T25_p40_Transferência para estágio 3,1T25_p40_Transferência do estágio 2,1T25_p40_Transferência do estágio 3,1T25_p40_Baixas para prejuízo,1T25_p40_Constituiçãol (reversão),1T25_p40_Saldo final em 31/03/2025,1T25_p40_Saldo final em 31/12/2024
Cartão consignado,2.824,(20),,471.0,429.0,,(625),3.001,,,,,,,,,,,,,,,,Cartão Consignado,2.912,(744),(263),114.0,190.0,(2.935),,8.596,7.87,,,,,,,,,,,,,,,,,Cartão Consignado,55.755,(304),(6,5.207,460,(462),,3.018,63.668,Cartão Consignado,64.113,(37.089),(5.558),593.0,354.0,(317.889),,795.635,500.159,,,,,,,Imobiliário,49.569,(3.744),(1.622),4.989,1.270,(4.572),,9.513,55.404,Imobiliário,34.898,(4.269),(1.084),3.698,2.118,(3.816),,6.908,38.453,Imobiliário,4.782.311,(126.492),(44.558),93.078,8.508,(378.899),,933.813,5.267.761,Imobiliário,3.186.943,(744.382),(34.378),62.393,13.907,(354.702),,1.752.468,3.882.249,Imobiliário,49.569,(3.335),(1.825),4.597,2004,(6.551),,17.892,62.351,Imobiliário,34.898,(4.274),(1.239),3.681,1.618,(6.049),,11.868,40.502,Imobiliário,4.782.311,,(55.114),87.189,13.421,(558.541),,1.414.666,5.571.550,Imobiliário,3.186.942,(135.006),(47.625),61.851,10.623,(548.796),,1.858.245,4.386.234,,2,,,,,,8,,,,,,@,,,,,,9,{e,,,N,Cartão de crédito,296.909,(72.642),(52),9.63,24.0,110.626,344.495,296.909,,,,,,,Cartão de crédito,5.893.995,(268.505),(172),20.855,37.0,(740.895),1.292.745,6.198.060,5.893.995,,,,,,,,Cartão de crédito,5.893.995,(488.790),(172),43.678,82,(1.584.567),,2.633.772,6.497.998,5.893.995,Cartão de crédito,296.909,(154.591),(52),16.402,53.0,194.237,352.958,296.909,,,,,,,,,Cartão de crédito,5.893.995,(742.022),(172),66.526,82,(2.434.809),,4.551.359,7.334.959,5.893.995,Cartão de crédito,296.909,(243.134),(52),21.446,53.0,289.193,364.415,296.909,,,,,,,,,Cartão de crédito,5.893.995,(1.006.343),(172),87.520,82,(3.367.608),,6.466.234,8.073.708,Cartão de crédito,4.335.868,(49.584),(933),1.479,,(1.037.570),,2.644.732,5.893.995,Cartão de crédito,296.909,(359.988),(52),26.254,53.0,,408.412,,,,,,,,,,Cartão de crédito,202.481,(2.825),89),852,2,,96.488,296.909,Cartão de crédito,8.073.708,(343.168),,22.750,,(964.105),,1.783.330,8.572.515,8.073.708,Cartão de crédito,408.412,(173.492),,5.19,138.201,378.311,408.412,,,,,,,,,,,Cartão de crédito,8.073.708,(638.600),,45.946,,(1.926.546),,3.385.797,8.940.305,8.073.708,Cartão de crédito,408.412,(329.578),,10.246,318.318,407.398,408.412,,,,,,,,,,Cartão de crédito,8.073.708,(883.240),,66.537,5.063,(2.828.629),,4.803.064,9.236.503,8.073.708,Cartão de crédito,408.412,(454.685),,14.317,602.0,437.392,406.038,408.412,,,,,,,,,Cartão de crédito,8.073.708,(1.054.480),,87.965,5.099,(3.708.957),,6.927.321,10.330.639,Cartão de crédito,5.893.995,(1.006.343),(172),87.520,82,(3.367.608),,6.466.234,8.073.708,Cartão de crédito,408.412,(540.829),(14),18.833,625.0,540.283,427.31,,,,,,,,,Cartão de crédito,296.909,(359.988),(52),26.254,53.0,445.236,408.412,,,,,,,,Cartão de crédito,10.330.639,(774.261),(987),98.380,,(821.328),,1.368.205,10.200.648,10.330.639,Cartão de crédito,427.310,(126.073),(749),6.081,,,146.900,453.469,427.310
Cartão múltiplo,202.481,(3.164),851) (3.,1.345,10.0,(147.537),180.172,229.456,,,,,,,,,,,,,,,,Cartão Multiplo,103.694,(2.955),(4.101),496.0,173.0,(8.921),(97),6.28,94.569,,,,,,,,,,,,,,,,,Cartão Multiplo,4.335.866,(31.443),(30.584),2.849,21,(2.827.346),,3.281.775,4.731.138,Cartão Multiplo,1.773.871,(28.524),(31.413),1.513,346.0,(83.831),(1.708),598.220,2.228.474,,,,,,,Pessoal,57.344,(2.401),(3.861),1.195,718,(7.226),,75.370,121.139,Pessoal,17.285,(829),(569),133,100,(5.766),,31.632,41.986,Pessoal,3.375.420,(72.833),(41.694),10.397,1.100,(155.065),,1.090.853,4.208.178,Pessoal,1.509.554,(39.785),(32.022),815,243,(585.192),(19),1.560.315,2.413.909,Pessoal,57.344,(2.015),(5.700),940,462,(10.382),,55.086,95.732,Pessoal,20.196,(805),(949),153,100,,(153),33.018,43.198,Pessoal,3.375.420,(81.377),(67.222),7.133,1.000,(239.386),,1.607.828,4.603.396,Pessoal,1.573.668,(34.815),(48.155),975.0,288.0,(802.552),(4.818),2.245.682,2.930.273,,; 8 9,,,,,,g,,,,N,,,N,,,,,g 1,,W,,W,Empresas,12.099,(131),,100.0,,1.392,13.46,12.099,,,,,,,Empresas,3.378.982,(19.518),,15.423,,(2.447.238),2.168.825,3.096.474,3.378.982,,,,,,,,Empresas,3.378.982,(35.094),,21.624,,(4.313.851),,4.142.242,3.193.903,3.378.982,Empresas,12.099,(739),,125.0,,(74),11.411,12.099,,,,,,,,,Imobiliário,5.843.066,(991.857),(254),575.345,63.552,(514.602),,1.957.676,6.932.926,5.843.066,Imobiliário,66.484,(65.723),(50),25.679,7.554,7.978,41.922,66.484,,,,,,,,,Imobiliário,5.843.066,(1.306.165),(254),760.010,63.552,(733.834),,3.305.094,7.931.469,Imobiliário,4.782.311,(121.381),(61.009),83.149,15.438,(697.843),(554),1.842.955,5.843.066,Imobiliário,66.484,(95.396),(50),30.638,7.554,40.7,49.93,,,,,,,,,,Imobiliário,49.569,(3.161),(1.737),4.258,2.305,(6),15.256,66.484,Imobiliário,7.931.469,(396.721),,208.916,,(248.099),,844.068,8.339.633,7.931.469,Imobiliário,49.93,(36.492),,6.422,35.001,54.861,49.93,,,,,,,,,,,Imobiliário,7.931.469,(797.770),,464.421,,(564.583),,1.787.756,8.821.293,7.931.469,Imobiliário,49.93,(74.845),,13.683,65.966,54.734,49.93,,,,,,,,,,Imobiliário,7.931.469,(1.185.273),(756),740.259,,(940.556),,2.800.741,9.345.884,7.931.469,Imobiliário,49.93,(110.687),(129),20.324,,97.889,57.327,49.93,,,,,,,,,Imobiliário,7.931.469,(1.668.387),(756),995.158,738,(1.315.562),,4.254.268,10.196.928,Imobiliário,5.843.066,(1.306.165),(254),760.010,63.552,(733.834),,3.305.094,7.931.469,Imobiliário,49.93,(147.150),(129),26.583,5.0,132.255,61.494,,,,,,,,,Imobiliário,66.484,(95.396),(50),30.638,7.554,40.7,49.93,,,,,,,,Imobiliário,10.196.928,(704.546),(7.467),521.355,1.016,(241.489),,1.319.566,11.085.363,,Imobiliário,61.494,(41.672),(1.265),6.558,,,32.316,57.435,61.494
Cheque especial,795.0,(44),(9),43.0,,(560),485,710.0,,,,,,,,,,,,,,,,Cheque Especial,645.0,,,,,(165),,7.775,8.255,,,,,,,,,,,,,,,,,Cheque Especial,2.735,(165),(34),127,,(1.769),,1.829,2.724,Cheque Especial,20.192,,,,,(5.179),,5.654,20.668,,,,,,,Empresas,12.586,(152),(181),767,585,(3.612),,952,10.345,Empresas,5.678,(65),(4),,,(187),,5.150,10.572,Empresas,,(1.709),(2.922),3.291,5.465,(1.773.794),,1.666.263,2.859.528,Empresas,1.579.384,(3.000),(488),,,(872.299),,1.445.628,2.149.225,Empresas,12.586,(51),(329),41,606,(3.908),,1.449,10.760,Empresas,5.678,(74),(162),,,(301),,3.668,8.810,Empresas,2.962.934,(2.775),(4.453),2.152,5.667,(1.838.967),,1.838.288,2.962.846,Empresas,1.579.384,(7.422),(16.055),,,(884.369),,1.909.254,2.580.792,8,8,,,,,le,N,,{ W,,,;,,N 8,,,,,8,,8,8 8,8,Imobiliário,66.484,(13.712),,11.707,6.539,(1.144),69.874,66.484,,,,,,,Imobiliário,5.843.066,(315.313),,192.461,43.796,(166.532),578.616,6.176.094,5.843.066,,,,,,,,Imobiliário,5.843.066,(698.409),(254),378.018,63.551,(335.142),,1.215.174,6.466.004,5.843.066,Imobiliário,66.484,(36.513),(50),20.03,7.554,(17.970),39.535,66.484,,,,,,,,,Pessoal,4.941.344,(211.050),,36.963,1.750,(557.608),,1.801.187,6.012.586,4.941.344,Pessoal,98.516,(43.021),,2.311,864.0,16.91,75.58,98.516,,,,,,,,,Pessoal,4.941.344,(461.393),(1.583),294.992,1.768,(823.872),,2.582.333,6.533.589,Pessoal,3.375.417,(90.452),(84.468),6.801,836,(360.885),(2.960),2.097.055,4.941.344,Pessoal,98.516,(72.948),(13),31.534,866.0,48.68,106.635,,,,,,,,,,Pessoal,57.344,(2.737),(3.110),924,396,(1.023),46.722,98.516,Pessoal,6.533.589,(257.010),(322),94.104,,(412.417),,762.556,6.720.564,6.533.589,Pessoal,106.635,(55.716),(278),3.295,43.537,97.478,106.635,,,,,,,,,,,Pessoal,6.533.589,(369.402),(322),141.787,,(1.034.386),,1.585.361,6.856.691,6.533.589,Pessoal,106.635,(84.193),(278),4.413,56.568,83.15,106.635,,,,,,,,,,Pessoal,6.533.589,(474.589),(988),165.203,132,(1.839.343),,2.846.311,7.230.315,6.533.589,Pessoal,106.635,(120.441),(278),4.943,,86.365,77.23,106.635,,,,,,,,,Pessoal,6.533.589,(565.236),(988),191.527,162,(2.608.266),,3.839.091,7.389.879,Pessoal,4.941.344,(461.393),(1.583),294.992,1.768,(823.872),,2.582.333,6.533.589,Pessoal,106.635,(153.309),(278),5.769,,122.349,81.172,,,,,,,,,Pessoal,98.516,(72.948),(13),31.534,866.0,48.68,106.635,,,,,,,,Pessoal,7.389.879,(179.819),036) (18.,140.656,75.012,(475.871),,1.210.794,8.142.615,7.389.879,Pessoal,81.172,(42.750),(10.043),10.279,8.103,,43.529,90.290,81.172
